id,media_name,media_url,title,publish_date,url,language,indexed_date
e39eaf5269c09c1d2d939cdbc2d44b3f937bedaa92278cf4dfc11dbea64331a0,cbsnews.com,cbsnews.com,"Denver man pleads guilty to 16-year-old's death as mother looks to forgive, offer safe space to at-risk youth",2024-06-11,https://www.cbsnews.com/colorado/news/denver-man-pleads-guilty-16-year-olds-death-mother-forgives/,en,2024-11-27 16:30:04.700787
e0d57321adf056177b3da568e5cc9d6303c3814a5964a64d21c1eaf4a0d28b0d,recorder.com,recorder.com,My Turn: Stop the cuts to HIP and keep our communities fed,2024-06-11,https://www.recorder.com/Guest-columnist-Morenon-57840609,en,2024-11-07 10:29:11.203133
446fec892d02dee952d0447e5cba583408605ba5e6c91c56d9cac594e0a753d2,recorder.com,recorder.com,My Turn: City staffers really know their stuff,2024-06-11,https://www.recorder.com/My-Turn-Anhalt-57855997,en,2024-11-07 10:29:03.371608
b9ae7d414311c7db7a96ead6db8aebbb9bbc81734a1603a8e75d1c4161a9bf08,recorder.com,recorder.com,My Turn: Let’s look again at nuclear power,2024-06-11,https://www.recorder.com/My-Turn-Goldstein-57841272,en,2024-11-07 10:28:27.468390
3647306f03e6008684d944e99ef4d0eb52916b8c67c45b88956edbe05b7499d6,recorder.com,recorder.com,Ken Kruk: A Halloween morning disgrace,2024-06-11,https://www.recorder.com/Letter-to-the-editor-57837303,en,2024-11-07 10:28:13.689589
7924ec87fd9e403de9f4ef541c2b8f34fab4e63b4774bee98b181029a4a829a2,recorder.com,recorder.com,‘Eating in Leverett’ for 250 years: New cookbook is a lasting memento of town’s major birthday,2024-06-11,https://www.recorder.com/tinky-weisblat-oct-2-57809195,en,2024-11-07 10:26:34.006944
c7ea3dc96546d593970e62d5896a6a7cec71779681330c2602925bebea42e8f5,recorder.com,recorder.com,On The Ridge with Joe Judd: Bobcats a very real part of our New England landscape,2024-06-11,https://www.recorder.com/On-The-Ridge-with-Joe-Judd-Bobcats-a-very-real-part-of-our-New-England-landscape-57831114,en,2024-11-07 10:25:57.417153
e6a02564efa057e4e4bfc1e6d6710905859da7e00e3ac0ed87a2938c3908032d,recorder.com,recorder.com,"Field hockey: Frontier shuts out West Bridgewater, 5-0, to advance to D4 quarterfinals (PHOTOS)",2024-06-11,https://www.recorder.com/West-Bridgewater-at-Frontier-field-hockey-57855799,en,2024-11-07 10:25:45.723210
9f5a2d531fe7c07cd7faa4ec5613d99dd8fec28c758726896e2fcc0c8038e868,recorder.com,recorder.com,HS Roundup: Frontier volleyball advances to Div. 4 quarterfinals following 3-1 victory over Rockland,2024-06-11,https://www.recorder.com/HS-Roundup-Frontier-volleyball-advances-to-Div-4-quarterfinals-following-3-1-victory-over-Rockland-57855841,en,2024-11-07 10:25:32.865145
bc05228615011b41d078528a678c358fdd2539a767052c56fdb0025a9822931f,gazettenet.com,gazettenet.com,Residents’ reactions: Harris backers down but not shocked; Trump fans see brighter days,2024-06-11,https://www.gazettenet.com/TrumpVictory-HG-11062024-57855399,en,2024-11-07 08:29:56.764622
